canonical_question_id,duplicate_group_size,years,sources,source_urls,question_text
cq_000602_badca5a84c,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-10,"Identify which is not a feature of a business environment, from the options given below."
cq_000603_02090f5eb5,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-10,"Match List-I with List-II

| List-I | List-II |
| --- | --- |
| (Types of products) | (Examples) |
| (A) Speciality products | (I) Rare collection of artwork |
| (B) Shopping Products | (II) Furniture, clothes |
| (C) Convenience products | (III) Equipments like hand tools, installations like elevators |
| (D) Capital items | (IV) Toothpaste, medicines |

Choose the correct answer from the options given below:"
cq_000604_b3dc0ae019,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-10,"### Match ListâI with ListâII

| ListâI (Barriers) | ListâII (Aspect of Barriers) |
|------------------------------|--------------------------------------------------------------------------------------------|
| (A) Semantic barriers | (I) Problems and obstructions in the process of encoding and decoding a message into words or impressions. |
| (B) Organisational barriers | (II) The state of mind of both sender and receiver of communication. |
| (C) Psychological barriers | (III) Rigid rules and cumbersome procedures. |
| (D) Personal barriers | (IV) Unwillingness to communicate. |

**Choose the correct answer from the options given below:**"
cq_000605_68921c5bbc,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-10,"Non-financial incentives include:

(A) Job Security

(B) Retirement Benefits

(C) Co-partnership

(D) Employee participation

Choose the correct answer from the options given below:"
cq_000606_3f3eb078ea,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-10,"The process of setting up one's own business as distinct from pursuing any other economic activity, is known as:"
cq_000607_37973002d4,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-10,"Identify the importance of coordination that is depicted in the lines ""it arises out of the complexities of modern technology and the diversity of tasks to be performed""."
cq_000608_6802e73968,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-10,"Identify the management function focusing on assigning duties, grouping tasks, establishing authority and allocating resources required to carry out a specific plan."
cq_000609_0dd1ee388f,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-10,"""Jago grahak jago"" is a campaign launched through multimedia awareness by:"
cq_000610_82b55dca8b,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-10,"""A sales person is asked to clinch a deal with a buyer and is allowed to be given a $10\\%$ discount by the marketing manager. But the finance department tells her/ him not to offer more than a $5\\%$ discount"". Identify the principle of management violated in the aforesaid statement."
cq_000611_7047881647,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-10,"Maslow's theory is based on the following assumptions:

(A) People's behaviour is based on their needs. Satisfaction of such needs influences their behavior.

(B) People's needs are in hierarchical order, starting from basic needs to other higher level needs.

(C) A satisfied need can no longer motivate a person; only the next higher level need can motivate him.

(D) A person moves to the next higher level of the hierarchy only when the lower need is satisfied.

Choose the correct answer from the options given below:"
cq_000612_d110b3ad00,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-10,Which method of training is a joint programme of training in which educational institutions and business firms cooperate?
cq_000613_dd8ca967a6,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-10,"The concept of marketing is based on the pillars arranged in the following sequence:

(A) Satisfying the needs of the target market better than the competitors

(B) Understanding the needs and wants of customers in the target market.

(C) Identification of the market or customer who is chosen as the target of a marketing effort.

(D) Development of products or services for satisfying the needs of the target market.

Choose the correct answer from the options given below:"
cq_000614_747b3d9967,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-10,"The motivation process is based on human needs. A simple model of the motivation process involves the following sequence:

(A) An unsatisfied need

(B) Tension

(C) Drives

(D) Generate a search behaviour

Choose the correct answer from the options given below:"
cq_000615_5d10b222de,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-10,"""The measurement of accomplishment against the standard and the correction of deviations to assure attainment of objectives according to plans"". Identify the function of management highlighted in the aforesaid statement."
cq_000616_e97337733e,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-10,A statement of expected results expressed in numerical term which quantifies future facts and figures represent which type of plan?
cq_000617_bac89e2291,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-10,"""A never say die"" attitude indicates which competency of an entrepreneur?"
cq_000618_84bca38966,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-10,"Match List-I with List-II

| List-I | List-II |
| --- | --- |
| (Type of test) | (Aspects) |
| --- | --- |
| (A) Intelligence Tests | (I) Indicator of a person's learning ability |
| (B) Aptitude Tests | (II) A measure of individuals' potential for learning new skills. |
| (C) Personality Tests | (III) Provide clues to a person's emotions, her reactions, maturity and value system etc. |
| (D) Interest Tests | (IV) Pattern of involvement of a person. |

Choose the correct answer from the options given below:"
cq_000619_60f8f15bc1,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-10,"Match List-I with List-II

| List-I | List-II |
| --- | --- |
| (Type of Plan) | (Aspect of Plan) |
| (A) Objectives | (I) The desired future position that the management would like to achieve |
| (B) Strategy | (II) The general statement that guides thinking |
| (C) Policy | (III) The broad contours of an organisation's business |
| (D) Procedures | (IV) Routine steps on how to carry out activities |

Choose the correct answer from the options given below:"
cq_000620_ad71cee08b,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-10,"Management is a complex and multi dimensional activity that has three main dimensions. Identify, from the options given below, which is NOT included in the three dimensions."
cq_000621_b8589b7012,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-10,"""A sales manager has to negotiate a deal with a buyer. She finds that if she can offer a credit period of 60 days, she is likely to clinch the deal which is supposed to fetch the company a net margin of say Rs. 50 crores. The company entrusts her the task of clinching the deal but gives her power to offer a credit period of only 40 days"". Identify the principle of management violated in the aforesaid statement."
cq_000622_38a10282b1,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-10,"Arrange the steps of organizing in a proper sequence.

(A) Departmentalisation

(B) Identification and division of work

(C) Establishing a reporting relationship

(D) Assignment of Duties

Choose the correct answer from the options given below:"
cq_000623_9b2f542715,1,2025,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2025/slot-10,"""According to a management expert, ""even a small production activity like loading pigs of iron into boxcars can be scientifically planned and managed. This can result in tremendous saving of human energy as well as wastage of time and materials."" Identify the principle of scientific management advocated in the aforesaid statement."
