canonical_question_id,ai_suggested_chapter,ai_suggested_subtopic,ai_suggested_question_pattern,ai_suggested_difficulty,ai_suggested_ncert_heading,ai_suggested_micro_concept,micro_concept_confidence,micro_concept_note,llm_label,rule_label,embedding_label,bm25_label,final_confidence,review_reason,taxonomy_mismatch_reason,question_text
cq_000820_10e1878597,Planning,limitations,statement true/false,medium,Limitations,limitations,0.45,Micro-concept uncertain; trust chapter/subtopic more.,Planning :: limitations,Planning :: limitations,Planning :: importance,Planning :: importance,0.56,confidence=0.56; agreement=2/4; taxonomy mismatch: micro_concept not allowed for chapter: entrepreneur characteristics; taxonomy mismatch: micro_concept not allowed for chapter: entrepreneur characteristics; taxonomy mismatch: micro_concept not allowed for chapter: entrepreneur characteristics; taxonomy mismatch: micro_concept not allowed for chapter: entrepreneur characteristics; taxonomy mismatch: micro_concept not allowed for chapter: entrepreneur characteristics; taxonomy mismatch: micro_concept not allowed for chapter: entrepreneur characteristics,,"""Most of the time, employees do not even attempt to formulate plans"". Which limitation of Planning is indicated by the given statement ?"
cq_000823_59ad6462a5,Marketing,product,definition-based,easy,Product,product,0.45,Micro-concept uncertain; trust chapter/subtopic more.,Marketing :: product,Staffing :: recruitment,Marketing :: product,Marketing :: product,0.92,taxonomy mismatch: micro_concept not allowed for chapter: recruitment; taxonomy mismatch: micro_concept not allowed for chapter: recruitment; taxonomy mismatch: micro_concept not allowed for chapter: recruitment; taxonomy mismatch: micro_concept not allowed for chapter: recruitment; taxonomy mismatch: micro_concept not allowed for chapter: recruitment; taxonomy mismatch: micro_concept not allowed for chapter: recruitment,,What should consumers do to protect themselves from misleading advertisements?
cq_000824_a945109f5e,Consumer Protection,importance,definition-based,easy,Importance,importance,0.45,Micro-concept uncertain; trust chapter/subtopic more.,Consumer Protection :: importance,Marketing :: marketing mix,Consumer Protection :: importance,Consumer Protection :: importance,0.92,taxonomy mismatch: micro_concept not allowed for chapter: price mix; taxonomy mismatch: micro_concept not allowed for chapter: price mix; taxonomy mismatch: micro_concept not allowed for chapter: price mix; taxonomy mismatch: micro_concept not allowed for chapter: price mix; taxonomy mismatch: micro_concept not allowed for chapter: price mix; taxonomy mismatch: micro_concept not allowed for chapter: price mix,,What is the role of Consumer courts ?
cq_000826_0cb1d1f5a4,Directing,communication,definition-based,easy,Communication,communication,0.45,Micro-concept uncertain; trust chapter/subtopic more.,Marketing :: Personal Selling,Directing :: communication,Directing :: communication,Directing :: communication,0.58,confidence=0.58; agreement=3/4; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans,,What is the main advantage of using personal selling in EcoTech's promotional strategy?
cq_000827_db7fcf1a6e,Marketing,pricing,definition-based,easy,Pricing,pricing,0.45,Micro-concept uncertain; trust chapter/subtopic more.,Marketing :: pricing,Marketing :: pricing,Marketing :: pricing,Marketing :: pricing,0.99,taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans,,Which pricing strategy is used by EcoTech Appliances for its products?
cq_000831_f7e0707b81,Business Finance,working capital,match-the-following,medium,Working Capital,working capital,0.45,Micro-concept uncertain; trust chapter/subtopic more.,Business Finance :: working capital,Business Finance :: financing decision,Business Finance :: working capital,Business Finance :: working capital,0.83,taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans,,"Match List-I with List-II

| List-I | List-II |
| --- | --- |
| Concept | Description |
| (A) Capital Structure | (I) Long Term Investment. |
| (B) Capital Budgeting | (II) Profit distributed to shareholders. |
| (C) Working Capital | (III) Financing Mix of business. |
| (D) Dividend | (IV) Money required for short-term needs. |

Choose the correct answer from the options given below:"
cq_000832_7ee209bd07,Directing,communication,definition-based,easy,Communication,communication,0.45,Micro-concept uncertain; trust chapter/subtopic more.,Directing :: communication,Directing :: communication,Directing :: communication,Directing :: communication,0.99,taxonomy mismatch: micro_concept not allowed for chapter: promotion mix; taxonomy mismatch: micro_concept not allowed for chapter: promotion mix; taxonomy mismatch: micro_concept not allowed for chapter: promotion mix; taxonomy mismatch: micro_concept not allowed for chapter: promotion mix; taxonomy mismatch: micro_concept not allowed for chapter: promotion mix; taxonomy mismatch: micro_concept not allowed for chapter: promotion mix,,Publicity is similar to advertising in the sense that it is:
cq_000833_6b62cf749a,Nature and Significance of Management,meaning and objectives,definition-based,easy,Meaning And Objectives,meaning and objectives,0.45,Micro-concept uncertain; trust chapter/subtopic more.,Nature and Significance of Management :: meaning and objectives,Nature and Significance of Management :: meaning and objectives,Nature and Significance of Management :: meaning and objectives,Nature and Significance of Management :: meaning and objectives,0.99,taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans,,"Which of the following are the components of personnel objectives of management?
(A) Competitive salaries and perks
(B) Survival of the organisation
(C) Personal growth and development
(D) Profit maximisation

Choose the correct answer from the options given below:"
cq_000836_105c3dd239,Controlling,meaning and importance,feature-identification,medium,Meaning And Importance,meaning and importance,0.45,Micro-concept uncertain; trust chapter/subtopic more.,Controlling :: meaning and importance,Principles of Management :: Fayol principles,Controlling :: meaning and importance,Controlling :: meaning and importance,0.78,taxonomy mismatch: micro_concept not allowed for chapter: discipline; taxonomy mismatch: micro_concept not allowed for chapter: discipline; taxonomy mismatch: micro_concept not allowed for chapter: discipline; taxonomy mismatch: micro_concept not allowed for chapter: discipline; taxonomy mismatch: micro_concept not allowed for chapter: discipline; taxonomy mismatch: micro_concept not allowed for chapter: discipline,,Which of the following is not an importance of controlling?
cq_000837_eb5a610a07,Business Finance,working capital,definition-based,easy,Working Capital,working capital,0.45,Micro-concept uncertain; trust chapter/subtopic more.,Business Finance :: working capital,Business Finance :: financial management,Business Finance :: working capital,Business Finance :: working capital,0.74,confidence=0.74; agreement=3/4; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans,,Buying of new machinery is a decision relating to:
cq_000844_a414d0b175,Controlling,control process,chronology/process order,medium,Control Process,control process,0.45,Micro-concept uncertain; trust chapter/subtopic more.,Controlling :: control process,Controlling :: meaning and importance,Controlling :: control process,Controlling :: control process,0.92,taxonomy mismatch: micro_concept not allowed for chapter: performance; taxonomy mismatch: micro_concept not allowed for chapter: performance; taxonomy mismatch: micro_concept not allowed for chapter: performance; taxonomy mismatch: micro_concept not allowed for chapter: performance; taxonomy mismatch: micro_concept not allowed for chapter: performance; taxonomy mismatch: micro_concept not allowed for chapter: performance,,"Arrange the following steps involved in the process of controlling in logical order.

(A) Measure the performance by personal observation
(B) Compare the performance with performance standards
(C) Use critical point control for checking the deviation in KRAS
(D) Train the employees if the production target is not met

Choose the correct answer from the options given below:"
