canonical_question_id,chapter,subtopic,ncert_heading,ncert_page,ncert_paragraph,ncert_concept,concept_type,question_pattern,micro_concept,final_confidence,needs_review
cq_000429_f0ca218eec,Principles of Management,Fayol principles,Fayol Principles,,,fayol; division of work; authority; discipline; unity of command; unity of direction; scalar chain; esprit de corps,principle,principle-identification,centralisation/decentralisation,0.90,false
cq_000430_c9f951d21d,Principles of Management,Fayol principles,Fayol Principles,,,fayol; division of work; authority; discipline; unity of command; unity of direction; scalar chain; esprit de corps,principle,case-study diagnosis,unity of direction,0.97,false
cq_000431_6136ab5b96,Principles of Management,Fayol principles,Fayol Principles,,,fayol; division of work; authority; discipline; unity of command; unity of direction; scalar chain; esprit de corps,principle,principle-identification,unity of direction,0.99,false
cq_000432_b4ee69863e,Business Environment,dimensions,Dimensions,,,economic environment; social environment; technological environment; political environment; legal environment,definition,definition-based,environment,0.90,false
cq_000433_04d4234f34,Business Environment,dimensions,Dimensions,,,economic environment; social environment; technological environment; political environment; legal environment,definition,definition-based,environment,0.93,false
cq_000434_41d0c76cbb,Business Environment,dimensions,Dimensions,,,economic environment; social environment; technological environment; political environment; legal environment,definition,definition-based,environment,0.99,false
cq_000435_fa969c1cb4,Business Environment,dimensions,Dimensions,,,economic environment; social environment; technological environment; political environment; legal environment,definition,definition-based,environment,0.87,false
cq_000436_3f6f2be537,Business Environment,importance of environment,Importance Of Environment,,,early warning; opportunities; threats; coping with rapid changes; planning and policy,definition,definition-based,types of plans,0.83,false
cq_000437_078c8fe4f9,Planning,meaning and features,Meaning And Features,,,planning; primary function; intellectual process; future oriented; pervasive,process,feature-identification,planning,0.99,false
cq_000438_d5253e012d,Staffing,staffing process,Staffing Process,,,estimating manpower requirements; recruitment; selection; placement; orientation; training; performance appraisal; promotion; compensation,process,chronology/process order,selection,0.99,false
cq_000439_4fa85abdb4,Business Finance,financing decision,Financing Decision,,,financing decision; capital structure; debt; equity; financial risk; cost of capital,definition,definition-based,financial risk,0.73,true
cq_000440_f9ce1733d9,Controlling,meaning and importance,Meaning And Importance,,,controlling; standards; deviation; corrective action; goal oriented,definition,definition-based,controlling,0.99,false
cq_000441_67af97070b,Business Finance,financial planning,Financial Planning,,,financial planning; forecasting; fund requirement; availability of funds,definition,statement true/false,analysis,0.57,true
cq_000442_9705a921d1,Controlling,relationship with planning,Relationship With Planning,,,planning and controlling; interdependent; forward looking; backward looking,definition,definition-based,planning,0.91,false
cq_000443_f5ba1061cd,Business Environment,meaning and features,Meaning And Features,,,business environment; specific forces; general forces; dynamic; uncertainty; complexity,feature,feature-identification,environment,0.99,false
cq_000444_7ef9e11712,Planning,types of plans,Types Of Plans,,,objectives; strategy; policy; procedure; method; rule; programme; budget,process,definition-based,plans,0.68,true
cq_000445_0be6b077d6,Principles of Management,Taylor scientific management,Taylor Scientific Management,,,taylor; scientific management; mental revolution; science not rule of thumb; harmony not discord,principle,feature-identification,scientific management,0.40,true
cq_000446_a6f44a3781,Entrepreneurship Development,concept and functions,Concept And Functions,,,entrepreneurship; entrepreneur; risk bearing; innovation; organisation building,definition,statement true/false,entrepreneur characteristics,0.45,true
cq_000447_fccff79eae,Planning,types of plans,Types Of Plans,,,objectives; strategy; policy; procedure; method; rule; programme; budget,process,definition-based,types of plans,0.87,false
cq_000448_2012875e74,Nature and Significance of Management,levels of management,Levels Of Management,,,top level; middle level; supervisory; operational management; levels of management,definition,definition-based,level,0.99,false
cq_000449_45ba68ea12,Controlling,control process,Control Process,,,setting performance standards; measurement of performance; comparing performance; analysing deviations; critical point control; management by exception; corrective action,process,chronology/process order,controlling,0.92,false
cq_000450_baaa9a3b9c,Principles of Management,Fayol principles,Fayol Principles,,,fayol; division of work; authority; discipline; unity of command; unity of direction; scalar chain; esprit de corps,principle,principle-identification,scalar chain,0.96,false
cq_000451_aa8386d500,Consumer Protection,consumer rights,Consumer Rights,,,right to safety; right to be informed; right to choose; right to be heard; right to seek redressal; right to consumer education,definition,match-the-following,consumer rights,0.99,false
cq_000452_3d214274a4,Controlling,control process,Control Process,,,setting performance standards; measurement of performance; comparing performance; analysing deviations; critical point control; management by exception; corrective action,process,definition-based,control,0.99,false
cq_000453_3ba019934a,Staffing,selection,Selection,,,selection; employment test; interview; medical examination; reference check; job offer,definition,definition-based,selection,0.99,false
cq_000454_4d787abcfa,Directing,principles of directing,Principles Of Directing,,,,principle,feature-identification,unity of command,0.35,true
cq_000455_6f36c3ef9f,Directing,Maslow hierarchy,Maslow Hierarchy,,,maslow; physiological; safety; belongingness; esteem; self actualisation,definition,chronology/process order,maslow hierarchy,0.99,false
cq_000456_287f14e864,Nature and Significance of Management,decentralization,Decentralization,,,,definition,definition-based,management,0.35,true
cq_000457_ca3871233e,Business Finance,financial management,Financial Management,,,financial management; wealth maximisation; profit maximisation; financial decisions,definition,feature-identification,price mix,0.65,true
cq_000458_ca4a75c58d,Principles of Management,techniques of scientific management,Techniques Of Scientific Management,,,functional foremanship; standardisation; simplification; method study; motion study; time study; fatigue study; differential piece wage,definition,definition-based,scientific management,0.99,false
